zip,city,state,county,lat,lon
735,Ceiba,PR,Ceiba,18.264872,-65.594769
736,Cayey,PR,Cayey,18.102967,-66.139274
737,Cayey,PR,Cayey,18.102967,-66.139274
738,Fajardo,PR,Fajardo,18.359381,-65.611361
739,Cidra,PR,Cidra,18.181469,-66.169519
740,Puerto Real,PR,Fajardo,18.331958,-65.63878
741,Punta Santiago,PR,Humacao,18.162156,-65.753485
742,Roosevelt Roads,PR,Ceiba,18.264872,-65.594769
744,Rio Blanco,PR,Naguabo,18.206329,-65.743058
745,Rio Grande,PR,Rio Grande,18.367347,-65.816583
751,Salinas,PR,Salinas,17.99852,-66.264825
754,San Lorenzo,PR,San Lorenzo,18.187584,-65.962389
757,Santa Isabel,PR,Santa Isabel,17.991233,-66.395543
765,Vieques,PR,Vieques,18.123347,-65.460356
766,Villalba,PR,Villalba,18.120519,-66.496607
767,Yabucoa,PR,Yabucoa,18.045522,-65.886988
769,Coamo,PR,Coamo,18.095992,-66.35081
771,Las Piedras,PR,Las Piedras,18.196576,-65.87197
772,Loiza,PR,Loiza,18.447406,-65.899357
773,Luquillo,PR,Luquillo,18.366027,-65.708138
775,Culebra,PR,Culebra,18.323736,-65.296467
777,Juncos,PR,Juncos,18.206489,-65.901774
778,Gurabo,PR,Gurabo,18.259092,-65.974641
780,Coto Laurel,PR,Ponce,18.001995,-66.607429
782,Comerio,PR,Comerio,18.224958,-66.219885
783,Corozal,PR,Corozal,18.304369,-66.330525
784,Guayama,PR,Guayama,17.99229,-66.139253
785,Guayama,PR,Guayanilla,18.018822,-66.795603
786,La Plata,PR,Aibonito,18.128092,-66.268717
791,Humacao,PR,Humacao,18.138029,-65.788499
792,Humacao,PR,Humacao,18.138029,-65.788499
794,Barranquitas,PR,Barranquitas,18.200898,-66.307236
795,Juana Diaz,PR,Juana Diaz,17.997367,-66.493218
801,St Thomas,VI,Saint Thomas,18.322285,-64.963715
802,St Thomas,VI,Saint Thomas,18.322285,-64.963715
803,St Thomas,VI,Saint Thomas,18.322285,-64.963715
804,St Thomas,VI,Saint Thomas,18.322285,-64.963715
805,St Thomas,VI,Saint Thomas,18.322285,-64.963715
820,Christiansted,VI,Saint Croix,17.734211,-64.734694
821,Christiansted,VI,Saint Croix,17.734211,-64.734694
822,Christiansted,VI,Saint Croix,17.734211,-64.734694
823,Christiansted,VI,Saint Croix,17.734211,-64.734694
824,Christiansted,VI,Saint Croix,17.734211,-64.734694
830,St John,VI,Saint John,18.32816,-64.740737
831,St John,VI,Saint John,18.32816,-64.740737
840,Frederiksted,VI,Saint Croix,17.734211,-64.734694
841,Frederiksted,VI,Saint Croix,17.734211,-64.734694
850,Kingshill,VI,Saint Croix,17.734211,-64.734694
851,Kingshill,VI,Saint Croix,17.734211,-64.734694
901,San Juan,PR,San Juan,18.465901,-66.103568
902,San Juan,PR,San Juan,18.410462,-66.060533
906,San Juan,PR,San Juan,18.410462,-66.060533
907,San Juan,PR,San Juan,18.451647,-66.077003
908,San Juan,PR,San Juan,18.410462,-66.060533
909,San Juan,PR,San Juan,18.443384,-66.068133
910,San Juan,PR,San Juan,18.410462,-66.060533
911,San Juan,PR,San Juan,18.450828,-66.057859
912,San Juan,PR,San Juan,18.444187,-66.059859
913,San Juan,PR,San Juan,18.450735,-66.043352
914,San Juan,PR,San Juan,18.410462,-66.060533
915,San Juan,PR,San Juan,18.437896,-66.048087
916,San Juan,PR,San Juan,18.410462,-66.060533
917,San Juan,PR,San Juan,18.422018,-66.050602
918,San Juan,PR,San Juan,18.419069,-66.062319
919,San Juan,PR,San Juan,18.410462,-66.060533
920,San Juan,PR,San Juan,18.406808,-66.091885
921,San Juan,PR,San Juan,18.390429,-66.066124
922,San Juan,PR,San Juan,18.410462,-66.060533
923,San Juan,PR,San Juan,18.410775,-66.036708
924,San Juan,PR,San Juan,18.396392,-66.01146
925,San Juan,PR,San Juan,18.401055,-66.049773
926,San Juan,PR,San Juan,18.369376,-66.062804
927,San Juan,PR,San Juan,18.385174,-66.071959
928,San Juan,PR,San Juan,18.410462,-66.060533
929,San Juan,PR,San Juan,18.410462,-66.060533
930,San Juan,PR,San Juan,18.410462,-66.060533
931,San Juan,PR,San Juan,18.410462,-66.060533
933,San Juan,PR,San Juan,18.410462,-66.060533
934,Fort Buchanan,PR,Bayamon,18.34487,-66.166014
935,San Juan,PR,San Juan,18.410462,-66.060533
936,San Juan,PR,San Juan,18.410462,-66.060533
937,San Juan,PR,San Juan,18.410462,-66.060533
938,San Juan,PR,San Juan,18.410462,-66.060533
939,San Juan,PR,San Juan,18.410462,-66.060533
940,San Juan,PR,San Juan,18.410462,-66.060533
949,Toa Baja,PR,Toa Baja,18.431911,-66.199692
950,Toa Baja,PR,Toa Baja,18.457761,-66.196503
951,Toa Baja,PR,Toa Baja,18.457761,-66.196503
952,Sabana Seca,PR,Toa Baja,18.457761,-66.196503
953,Toa Alta,PR,Toa Alta,18.356795,-66.25701
954,Toa Alta,PR,Toa Alta,18.358939,-66.258108
955,San Juan,PR,San Juan,18.410462,-66.060533
956,Bayamon,PR,Bayamon,18.326702,-66.174176
957,Bayamon,PR,Bayamon,18.366645,-66.183907
958,Bayamon,PR,Bayamon,18.34487,-66.166014
959,Bayamon,PR,Bayamon,18.387058,-66.159044
960,Bayamon,PR,Bayamon,18.34487,-66.166014
961,Bayamon,PR,Bayamon,18.413195,-66.168651
962,Catano,PR,Catano,18.437644,-66.140407
963,Catano,PR,Catano,18.443217,-66.139293
965,Guaynabo,PR,Guaynabo,18.428784,-66.11539
966,Guaynabo,PR,Guaynabo,18.396815,-66.114889
968,Guaynabo,PR,San Juan,18.410462,-66.060533
969,Guaynabo,PR,Guaynabo,18.362322,-66.113729
970,Guaynabo,PR,Guaynabo,18.359143,-66.112295
971,Guaynabo,PR,Guaynabo,18.30942,-66.113606
975,San Juan,PR,San Juan,18.410462,-66.060533
976,Trujillo Alto,PR,Trujillo Alto,18.338133,-65.989229
977,Trujillo Alto,PR,Trujillo Alto,18.337004,-65.990099
978,Saint Just Contract,PR,Trujillo Alto,18.337004,-65.990099
979,Carolina,PR,San Juan,18.410462,-66.060533
981,Carolina,PR,San Juan,18.410462,-66.060533
982,Carolina,PR,San Juan,18.410462,-66.060533
983,Carolina,PR,Carolina,18.413452,-65.977659
984,Carolina,PR,Carolina,18.393355,-65.972495
985,Carolina,PR,Carolina,18.345741,-65.93888
986,Carolina,PR,Carolina,18.393355,-65.972495
987,Carolina,PR,Carolina,18.373466,-65.959932
988,Carolina,PR,Carolina,18.393355,-65.972495
1001,Agawam,MA,Hampden,42.140549,-72.788661
1002,Amherst,MA,Hampshire,42.367092,-72.464571
1003,Amherst,MA,Hampshire,42.369562,-72.63599
1004,Amherst,MA,Hampshire,42.384494,-72.513183
1005,Barre,MA,Worcester,42.32916,-72.139465
1007,Belchertown,MA,Hampshire,42.280267,-72.402056
1008,Blandford,MA,Hampden,42.177833,-72.958359
1009,Bondsville,MA,Hampden,42.206092,-72.340486
1010,Brimfield,MA,Hampden,42.108585,-72.20448
1011,Chester,MA,Hampden,42.294259,-72.952776
1012,Chesterfield,MA,Hampshire,42.392274,-72.825607
1013,Chicopee,MA,Hampden,42.161492,-72.667341
1014,Chicopee,MA,Hampden,42.170731,-72.604842
1020,Chicopee,MA,Hampden,42.177492,-72.562563
1021,Chicopee,MA,Hampden,42.170731,-72.604842
1022,Chicopee,MA,Hampden,42.193392,-72.55436
1026,Cummington,MA,Hampshire,42.428617,-72.909841
1027,Easthampton,MA,Hampshire,42.368303,-72.768839
1028,East Longmeadow,MA,Hampden,42.062009,-72.49874
1029,East Otis,MA,Berkshire,42.190904,-73.051661
1030,Feeding Hills,MA,Hampden,42.189335,-72.79774
1031,Gilbertville,MA,Worcester,42.352554,-72.205724
1032,Goshen,MA,Hampshire,42.443837,-72.819446
1033,Granby,MA,Hampshire,42.262285,-72.504086
1034,Granville,MA,Hampden,42.112748,-72.952003
1035,Hadley,MA,Hampshire,42.356804,-72.576613
1036,Hampden,MA,Hampden,42.067614,-72.417507
1037,Hardwick,MA,Worcester,42.347856,-72.225251
1038,Hatfield,MA,Hampshire,42.387269,-72.643081
1039,Haydenville,MA,Hampshire,42.35641,-72.682127
1040,Holyoke,MA,Hampden,42.198291,-72.64207
1041,Holyoke,MA,Hampden,42.170731,-72.604842
1050,Huntington,MA,Hampshire,42.313427,-72.903677
1053,Leeds,MA,Hampshire,42.353838,-72.704385
1054,Leverett,MA,Franklin,42.474681,-72.467543
1056,Ludlow,MA,Hampden,42.173276,-72.627038
1057,Monson,MA,Hampden,42.095323,-72.282063
1059,North Amherst,MA,Hampshire,42.369562,-72.63599
1060,Northampton,MA,Hampshire,42.415154,-72.76927
1061,Northampton,MA,Hampshire,42.369562,-72.63599
1062,Florence,MA,Hampshire,42.328838,-72.845227
1063,Northampton,MA,Hampshire,42.317939,-72.640234
1066,North Hatfield,MA,Hampshire,42.406697,-72.633901
1068,Oakham,MA,Worcester,42.346144,-72.058847
1069,Palmer,MA,Hampden,42.176131,-72.31457
1070,Plainfield,MA,Hampshire,42.448984,-72.958397
1071,Russell,MA,Hampden,42.177432,-72.864558
1072,Shutesbury,MA,Franklin,42.471562,-72.44017
1073,Southampton,MA,Hampshire,42.230008,-72.728463
1074,South Barre,MA,Worcester,42.375998,-72.149388
1075,South Hadley,MA,Hampshire,42.24984,-72.58152
1077,Southwick,MA,Hampden,42.066644,-72.541205
1079,Thorndike,MA,Hampden,42.192892,-72.329574
1080,Three Rivers,MA,Hampden,42.179805,-72.517813
1081,Wales,MA,Hampden,42.061948,-72.213598
1082,Ware,MA,Hampshire,42.377471,-72.548549
1083,Warren,MA,Worcester,42.204027,-72.199439
1084,West Chesterfield,MA,Hampshire,42.390303,-72.870857
1085,Westfield,MA,Hampden,42.14869,-72.501887
1086,Westfield,MA,Hampden,42.173428,-72.847964
1088,West Hatfield,MA,Hampshire,42.390583,-72.646894
1089,West Springfield,MA,Hampden,42.125793,-72.645334
1090,West Springfield,MA,Hampden,42.170731,-72.604842
1092,West Warren,MA,Worcester,42.202887,-72.229025
1093,Whately,MA,Franklin,42.442673,-72.652511
1094,Wheelwright,MA,Worcester,42.358201,-72.140846
1095,Wilbraham,MA,Hampden,42.125974,-72.489988
1096,Williamsburg,MA,Hampshire,42.413069,-72.821653
1097,Woronoco,MA,Hampden,42.161743,-72.845912
1098,Worthington,MA,Hampshire,42.40494,-72.896133
1101,Springfield,MA,Hampden,42.170731,-72.604842
1102,Springfield,MA,Hampden,42.170731,-72.604842
1103,Springfield,MA,Hampden,42.103044,-72.590783
1104,Springfield,MA,Hampden,42.128605,-72.567966
1105,Springfield,MA,Hampden,42.099793,-72.577732
1106,Longmeadow,MA,Hampden,42.049194,-72.567882
1107,Springfield,MA,Hampden,42.126237,-72.586733
1108,Springfield,MA,Hampden,42.080594,-72.558081
1109,Springfield,MA,Hampden,42.119293,-72.548981
1111,Springfield,MA,Hampden,42.170731,-72.604842
1114,Springfield,MA,Hampden,42.170731,-72.604842
1115,Springfield,MA,Hampden,42.102894,-72.591633
1116,Longmeadow,MA,Hampden,42.170731,-72.604842
1118,Springfield,MA,Hampden,42.093894,-72.523227
1119,Springfield,MA,Hampden,42.124943,-72.526705
1128,Springfield,MA,Hampden,42.094616,-72.487229
1129,Springfield,MA,Hampden,42.124485,-72.489479
1133,Springfield,MA,Hampden,42.170731,-72.604842
1138,Springfield,MA,Hampden,42.170731,-72.604842
1139,Springfield,MA,Hampden,42.170731,-72.604842
1144,Springfield,MA,Hampden,42.101796,-72.59151
1151,Indian Orchard,MA,Hampden,42.150593,-72.51278
1152,Springfield,MA,Hampden,42.170731,-72.604842
1199,Springfield,MA,Hampden,42.119943,-72.604983
1201,Pittsfield,MA,Berkshire,42.479475,-73.24807
1202,Pittsfield,MA,Berkshire,42.3929,-73.228483
1203,Pittsfield,MA,Berkshire,42.3929,-73.228483
1220,Adams,MA,Berkshire,42.385595,-73.172166
1222,Ashley Falls,MA,Berkshire,42.185969,-73.318695
1223,Becket,MA,Berkshire,42.3418,-73.103468
1224,Berkshire,MA,Berkshire,42.3929,-73.228483
1225,Cheshire,MA,Berkshire,42.482125,-73.127483
1226,Dalton,MA,Berkshire,42.470296,-73.08895
1227,Dalton,MA,Berkshire,42.516145,-73.092852
1229,Glendale,MA,Berkshire,42.279292,-73.343545
1230,Great Barrington,MA,Berkshire,42.299392,-73.26665
1235,Hinsdale,MA,Berkshire,42.29237,-73.22164
1236,Housatonic,MA,Berkshire,42.291299,-73.358798
1237,Lanesboro,MA,Berkshire,42.487569,-73.235048
1238,Lee,MA,Berkshire,42.369856,-73.267465
1240,Lenox,MA,Berkshire,42.459202,-73.219858
1242,Lenox Dale,MA,Berkshire,42.338594,-73.250891
1243,Middlefield,MA,Hampshire,42.356088,-73.010448
1244,Mill River,MA,Berkshire,42.122827,-73.253983
1245,Monterey,MA,Berkshire,42.18669,-73.206498
1247,North Adams,MA,Berkshire,42.426974,-73.18632
1252,North Egremont,MA,Berkshire,42.198648,-73.446234
1253,Otis,MA,Berkshire,42.213156,-73.090434
1254,Richmond,MA,Berkshire,42.233105,-73.238358
1255,Sandisfield,MA,Berkshire,42.148975,-73.14861
1256,Savoy,MA,Berkshire,42.367341,-73.128528
1257,Sheffield,MA,Berkshire,42.314564,-73.267694
1258,South Egremont,MA,Berkshire,42.128075,-73.36089
1259,Southfield,MA,Berkshire,42.198712,-73.278543
1260,South Lee,MA,Berkshire,42.286586,-73.313274
1262,Stockbridge,MA,Berkshire,42.304604,-73.330001
1263,Stockbridge,MA,Berkshire,42.3929,-73.228483
1264,Tyringham,MA,Berkshire,42.220001,-73.197865
1266,West Stockbridge,MA,Berkshire,42.360482,-73.265354
1267,Williamstown,MA,Berkshire,42.642075,-73.257699
1270,Windsor,MA,Berkshire,42.443726,-73.116127
1301,Greenfield,MA,Franklin,42.601335,-72.623619
1302,Greenfield,MA,Franklin,42.522178,-72.624164
1330,Ashfield,MA,Franklin,42.562391,-72.738152
1331,Athol,MA,Worcester,42.547302,-72.183903
1337,Bernardston,MA,Franklin,42.62706,-72.642888
1338,Buckland,MA,Franklin,42.573832,-72.769487
1339,Charlemont,MA,Franklin,42.594252,-72.665507
1340,Colrain,MA,Franklin,42.681539,-72.822986
1341,Conway,MA,Franklin,42.590824,-72.70976
1342,Deerfield,MA,Franklin,42.54723,-72.607679
1343,Drury,MA,Berkshire,42.642666,-72.986231
1344,Erving,MA,Franklin,42.627072,-72.553654
1346,Heath,MA,Franklin,42.618011,-72.788896
1347,Lake Pleasant,MA,Franklin,42.556558,-72.518104
1349,Turners Falls,MA,Franklin,42.621412,-72.705633
1350,Monroe Bridge,MA,Franklin,42.721456,-72.976204
1351,Montague,MA,Franklin,42.548107,-72.48693
1354,Northfield,MA,Franklin,42.522178,-72.624164
1355,New Salem,MA,Franklin,42.518718,-72.534371
1360,Northfield,MA,Franklin,42.614152,-72.528209
1364,Orange,MA,Franklin,42.578325,-72.556589
1366,Petersham,MA,Worcester,42.459632,-72.182962
1367,Rowe,MA,Franklin,42.683065,-72.715667
1368,Royalston,MA,Worcester,42.672182,-72.196376
1369,Shattuckville,MA,Franklin,42.522178,-72.624164
1370,Shelburne Falls,MA,Franklin,42.588812,-72.758781
1373,South Deerfield,MA,Franklin,42.464522,-72.682346
1375,Sunderland,MA,Franklin,42.565346,-72.70094
1376,Turners Falls,MA,Franklin,42.654878,-72.718123
1378,Warwick,MA,Franklin,42.667059,-72.339655
1379,Wendell,MA,Franklin,42.581007,-72.437179
1380,Wendell Depot,MA,Franklin,42.553431,-72.392694
1420,Fitchburg,MA,Worcester,42.583689,-71.816767
1430,Ashburnham,MA,Worcester,42.654906,-71.920942
1431,Ashby,MA,Middlesex,42.446396,-71.459405
1432,Ayer,MA,Middlesex,42.446396,-71.459405
1436,Baldwinville,MA,Worcester,42.601427,-72.083838
1438,East Templeton,MA,Worcester,42.551681,-72.029434
1440,Gardner,MA,Worcester,42.582529,-72.025884
1441,Westminster,MA,Worcester,42.364807,-71.896868
1450,Groton,MA,Middlesex,42.446396,-71.459405
1451,Harvard,MA,Worcester,42.500187,-71.575864
1452,Hubbardston,MA,Worcester,42.483895,-72.011516
1453,Leominster,MA,Worcester,42.471316,-71.837509
1460,Littleton,MA,Middlesex,42.446396,-71.459405
1462,Lunenburg,MA,Worcester,42.583322,-71.752266
1463,Pepperell,MA,Middlesex,42.446396,-71.459405
1464,Shirley,MA,Middlesex,42.446396,-71.459405
1467,Still River,MA,Worcester,42.487056,-71.613078
1468,Templeton,MA,Worcester,42.555059,-72.072285
1469,Townsend,MA,Middlesex,42.446396,-71.459405
1470,Groton,MA,Middlesex,42.446396,-71.459405
1471,Groton,MA,Middlesex,42.446396,-71.459405
1472,West Groton,MA,Middlesex,42.446396,-71.459405
1473,Westminster,MA,Worcester,42.549489,-71.913219
1474,West Townsend,MA,Middlesex,42.446396,-71.459405
1475,Winchendon,MA,Worcester,42.661612,-72.047876
1477,Winchendon Springs,MA,Worcester,42.364807,-71.896868
1501,Auburn,MA,Worcester,42.184835,-71.947184
1503,Berlin,MA,Worcester,42.3129,-71.841656
1504,Blackstone,MA,Worcester,42.114078,-71.799785
1505,Boylston,MA,Worcester,42.300037,-71.943458
1506,Brookfield,MA,Worcester,42.19169,-72.105011
1507,Charlton,MA,Worcester,42.13277,-71.972627
1508,Charlton City,MA,Worcester,42.109748,-72.079455
1509,Charlton Depot,MA,Worcester,42.364807,-71.896868
1510,Clinton,MA,Worcester,42.413972,-71.687523
1515,East Brookfield,MA,Worcester,42.205311,-72.049907
1516,Douglas,MA,Worcester,42.113076,-71.891139
1517,East Princeton,MA,Worcester,42.364807,-71.896868
1518,Fiskdale,MA,Worcester,42.106405,-72.114045
1519,Grafton,MA,Worcester,42.203944,-71.682862
1520,Holden,MA,Worcester,42.336791,-71.845316
1521,Holland,MA,Hampden,42.061063,-72.163991
1522,Jefferson,MA,Worcester,42.264629,-71.795442
1523,Lancaster,MA,Worcester,42.427188,-71.91177
1524,Leicester,MA,Worcester,42.238192,-72.012379
1525,Linwood,MA,Worcester,42.364807,-71.896868
1526,Manchaug,MA,Worcester,42.364807,-71.896868
1527,Millbury,MA,Worcester,42.255642,-71.819961
1529,Millville,MA,Worcester,42.124662,-71.846943
1531,New Braintree,MA,Worcester,42.320938,-72.128644
1532,Northborough,MA,Worcester,42.322118,-71.64282
1534,Northbridge,MA,Worcester,42.207191,-71.856807
1535,North Brookfield,MA,Worcester,42.275382,-72.089338
1536,North Grafton,MA,Worcester,42.407556,-71.860402
1537,North Oxford,MA,Worcester,42.166241,-71.891052
1538,North Uxbridge,MA,Worcester,42.364807,-71.896868
1540,Oxford,MA,Worcester,42.109223,-71.855444
1541,Princeton,MA,Worcester,42.451926,-71.880057
1542,Rochdale,MA,Worcester,42.220085,-71.914361
1543,Rutland,MA,Worcester,42.383516,-71.95463
1545,Shrewsbury,MA,Worcester,42.286992,-71.715313
1546,Shrewsbury,MA,Worcester,42.364807,-71.896868
1550,Southbridge,MA,Worcester,42.129251,-72.031155
1560,South Grafton,MA,Worcester,42.176544,-71.681912
1561,South Lancaster,MA,Worcester,42.443539,-71.686137
1562,Spencer,MA,Worcester,42.254837,-72.065612
1564,Sterling,MA,Worcester,42.366765,-71.939375
1566,Sturbridge,MA,Worcester,42.10273,-72.080996
1568,Upton,MA,Worcester,42.175591,-71.603197
1569,Uxbridge,MA,Worcester,42.059736,-71.638438
1570,Webster,MA,Worcester,42.1351,-71.994169
1571,Dudley,MA,Worcester,42.059189,-71.937037
1580,Westborough,MA,Worcester,42.364807,-71.896868
1581,Westborough,MA,Worcester,42.255222,-71.845865
1582,Westborough,MA,Worcester,42.364807,-71.896868
1583,West Boylston,MA,Worcester,42.362783,-71.781215
1585,West Brookfield,MA,Worcester,42.235638,-72.172523
1586,West Millbury,MA,Worcester,42.364807,-71.896868
1588,Whitinsville,MA,Worcester,42.166554,-71.899484
1590,Sutton,MA,Worcester,42.126575,-71.755193
1601,Worcester,MA,Worcester,42.265275,-71.879415
1602,Worcester,MA,Worcester,42.274595,-71.846966
1603,Worcester,MA,Worcester,42.245442,-71.839257
1604,Worcester,MA,Worcester,42.247955,-71.76678
1605,Worcester,MA,Worcester,42.288792,-71.796128
1606,Worcester,MA,Worcester,42.311834,-71.794465
1607,Worcester,MA,Worcester,42.226452,-71.792506
1608,Worcester,MA,Worcester,42.293501,-71.925696
1609,Worcester,MA,Worcester,42.282565,-71.827685
1610,Worcester,MA,Worcester,42.246483,-71.808915
1611,Cherry Valley,MA,Worcester,42.239392,-71.878716
1612,Paxton,MA,Worcester,42.304675,-71.892875
1613,Worcester,MA,Worcester,42.293316,-71.801971
1614,Worcester,MA,Worcester,42.364807,-71.896868
1615,Worcester,MA,Worcester,42.364807,-71.896868
1653,Worcester,MA,Worcester,42.364807,-71.896868
1654,Worcester,MA,Worcester,42.364807,-71.896868
1655,Worcester,MA,Worcester,42.364807,-71.896868
1701,Framingham,MA,Middlesex,42.446396,-71.459405
1702,Framingham,MA,Middlesex,42.446396,-71.459405
1703,Framingham,MA,Middlesex,42.446396,-71.459405
1704,Framingham,MA,Middlesex,42.446396,-71.459405
1705,Framingham,MA,Middlesex,42.446396,-71.459405
1718,Village Of Nagog Woods,MA,Middlesex,42.446396,-71.459405
1719,Boxborough,MA,Middlesex,42.446396,-71.459405
1720,Acton,MA,Middlesex,42.446396,-71.459405
1721,Ashland,MA,Middlesex,42.446396,-71.459405
1730,Bedford,MA,Middlesex,42.446396,-71.459405
1731,Hanscom Afb,MA,Middlesex,42.446396,-71.459405
1740,Bolton,MA,Worcester,42.436043,-71.605916
1741,Carlisle,MA,Middlesex,42.446396,-71.459405
1742,Concord,MA,Middlesex,42.446396,-71.459405
1745,Fayville,MA,Worcester,42.293442,-71.502762
1746,Holliston,MA,Middlesex,42.446396,-71.459405
1747,Hopedale,MA,Worcester,42.127515,-71.533138
1748,Hopkinton,MA,Middlesex,42.446396,-71.459405
1749,Hudson,MA,Middlesex,42.446396,-71.459405
1752,Marlborough,MA,Middlesex,42.446396,-71.459405
1754,Maynard,MA,Middlesex,42.446396,-71.459405
1756,Mendon,MA,Worcester,42.100352,-71.546961
1757,Milford,MA,Worcester,42.147087,-71.528085
1760,Natick,MA,Middlesex,42.446396,-71.459405
1770,Sherborn,MA,Middlesex,42.446396,-71.459405
1772,Southborough,MA,Worcester,42.296842,-71.533229
1773,Lincoln,MA,Middlesex,42.446396,-71.459405
1775,Stow,MA,Middlesex,42.446396,-71.459405
1776,Sudbury,MA,Middlesex,42.446396,-71.459405
1778,Wayland,MA,Middlesex,42.446396,-71.459405
1784,Woodville,MA,Middlesex,42.446396,-71.459405
1801,Woburn,MA,Middlesex,42.488595,-71.157271
1803,Burlington,MA,Middlesex,42.504844,-71.201539
1805,Burlington,MA,Middlesex,42.446396,-71.459405
1806,Woburn,MA,Middlesex,42.446396,-71.459405
1807,Woburn,MA,Middlesex,42.446396,-71.459405
1808,Woburn,MA,Middlesex,42.446396,-71.459405
1810,Andover,MA,Essex,42.647991,-71.165685
1812,Andover,MA,Essex,42.647191,-71.184202
1813,Woburn,MA,Middlesex,42.446396,-71.459405
1815,Woburn,MA,Middlesex,42.446396,-71.459405
1821,Billerica,MA,Middlesex,42.446396,-71.459405
1822,Billerica,MA,Middlesex,42.446396,-71.459405
1824,Chelmsford,MA,Middlesex,42.446396,-71.459405
1826,Dracut,MA,Middlesex,42.446396,-71.459405
1827,Dunstable,MA,Middlesex,42.446396,-71.459405
